"seqnames"	"start"	"end"	"width"	"strand"	"L"
"16423"	"chr8"	"505489"	"508128"	"2640"	"*"	"23"
"16424"	"chr8"	"542001"	"546850"	"4850"	"*"	"100"
"16425"	"chr8"	"564645"	"564909"	"265"	"*"	"22"
"16426"	"chr8"	"578020"	"578762"	"743"	"*"	"58"
"16427"	"chr8"	"616226"	"616451"	"226"	"*"	"21"
"16428"	"chr8"	"625344"	"625841"	"498"	"*"	"26"
"16429"	"chr8"	"631639"	"638953"	"7315"	"*"	"164"
"16430"	"chr8"	"641673"	"643978"	"2306"	"*"	"68"
"16431"	"chr8"	"649526"	"655477"	"5952"	"*"	"187"
"16432"	"chr8"	"663437"	"665523"	"2087"	"*"	"36"
"16433"	"chr8"	"667615"	"674669"	"7055"	"*"	"81"
"16434"	"chr8"	"676783"	"681218"	"4436"	"*"	"76"
"16435"	"chr8"	"686371"	"687926"	"1556"	"*"	"37"
"16436"	"chr8"	"690489"	"694902"	"4414"	"*"	"91"
"16437"	"chr8"	"699204"	"702850"	"3647"	"*"	"115"
"16438"	"chr8"	"705171"	"705994"	"824"	"*"	"26"
"16439"	"chr8"	"710082"	"710312"	"231"	"*"	"25"
"16440"	"chr8"	"713645"	"715935"	"2291"	"*"	"25"
"16441"	"chr8"	"717930"	"722407"	"4478"	"*"	"168"
"16442"	"chr8"	"724396"	"725372"	"977"	"*"	"43"
"16443"	"chr8"	"729373"	"744898"	"15526"	"*"	"305"
"16444"	"chr8"	"747064"	"747461"	"398"	"*"	"36"
"16445"	"chr8"	"750150"	"754277"	"4128"	"*"	"144"
"16446"	"chr8"	"756800"	"757100"	"301"	"*"	"25"
"16447"	"chr8"	"759489"	"763709"	"4221"	"*"	"102"
"16448"	"chr8"	"781613"	"790044"	"8432"	"*"	"125"
"16449"	"chr8"	"797143"	"799015"	"1873"	"*"	"66"
"16450"	"chr8"	"806323"	"807215"	"893"	"*"	"52"
"16451"	"chr8"	"823725"	"823999"	"275"	"*"	"28"
"16452"	"chr8"	"835713"	"843604"	"7892"	"*"	"236"
"16453"	"chr8"	"848810"	"849059"	"250"	"*"	"33"
"16454"	"chr8"	"858280"	"861595"	"3316"	"*"	"115"
"16455"	"chr8"	"866767"	"869019"	"2253"	"*"	"70"
"16456"	"chr8"	"879538"	"883322"	"3785"	"*"	"78"
"16457"	"chr8"	"890121"	"890770"	"650"	"*"	"36"
"16458"	"chr8"	"898295"	"911104"	"12810"	"*"	"214"
"16459"	"chr8"	"915662"	"916186"	"525"	"*"	"45"
"16460"	"chr8"	"919271"	"922144"	"2874"	"*"	"56"
"16461"	"chr8"	"926075"	"927674"	"1600"	"*"	"70"
"16462"	"chr8"	"934591"	"936619"	"2029"	"*"	"71"
"16463"	"chr8"	"943251"	"947056"	"3806"	"*"	"82"
"16464"	"chr8"	"949109"	"950165"	"1057"	"*"	"23"
"16465"	"chr8"	"964305"	"966265"	"1961"	"*"	"107"
"16466"	"chr8"	"1002986"	"1012909"	"9924"	"*"	"122"
"16467"	"chr8"	"1018906"	"1022579"	"3674"	"*"	"61"
"16468"	"chr8"	"1024736"	"1026473"	"1738"	"*"	"70"
"16469"	"chr8"	"1029125"	"1032989"	"3865"	"*"	"62"
"16470"	"chr8"	"1037120"	"1044462"	"7343"	"*"	"107"
"16471"	"chr8"	"1048084"	"1049272"	"1189"	"*"	"51"
"16472"	"chr8"	"1054015"	"1054220"	"206"	"*"	"22"
"16473"	"chr8"	"1058090"	"1063497"	"5408"	"*"	"113"
"16474"	"chr8"	"1065850"	"1066067"	"218"	"*"	"20"
"16475"	"chr8"	"1069279"	"1070903"	"1625"	"*"	"32"
"16476"	"chr8"	"1076292"	"1076629"	"338"	"*"	"41"
"16477"	"chr8"	"1080264"	"1080662"	"399"	"*"	"31"
"16478"	"chr8"	"1091150"	"1092036"	"887"	"*"	"56"
"16479"	"chr8"	"1095563"	"1105011"	"9449"	"*"	"209"
"16480"	"chr8"	"1130011"	"1132821"	"2811"	"*"	"72"
"16481"	"chr8"	"1135546"	"1135871"	"326"	"*"	"20"
"16482"	"chr8"	"1142857"	"1145499"	"2643"	"*"	"53"
"16483"	"chr8"	"1151398"	"1164514"	"13117"	"*"	"407"
"16484"	"chr8"	"1179006"	"1190691"	"11686"	"*"	"432"
"16485"	"chr8"	"1193691"	"1203524"	"9834"	"*"	"192"
"16486"	"chr8"	"1232213"	"1240602"	"8390"	"*"	"120"
"16487"	"chr8"	"1247038"	"1247286"	"249"	"*"	"25"
"16488"	"chr8"	"1250403"	"1254630"	"4228"	"*"	"140"
"16489"	"chr8"	"1257205"	"1258926"	"1722"	"*"	"41"
"16490"	"chr8"	"1276360"	"1276523"	"164"	"*"	"21"
"16491"	"chr8"	"1281928"	"1283316"	"1389"	"*"	"87"
"16492"	"chr8"	"1290200"	"1290434"	"235"	"*"	"24"
"16493"	"chr8"	"1293947"	"1304971"	"11025"	"*"	"284"
"16494"	"chr8"	"1312936"	"1318837"	"5902"	"*"	"343"
"16495"	"chr8"	"1322408"	"1326645"	"4238"	"*"	"154"
"16496"	"chr8"	"1328680"	"1331414"	"2735"	"*"	"77"
"16497"	"chr8"	"1333407"	"1336056"	"2650"	"*"	"79"
"16498"	"chr8"	"1343709"	"1344297"	"589"	"*"	"56"
"16499"	"chr8"	"1349051"	"1352907"	"3857"	"*"	"41"
"16500"	"chr8"	"1355050"	"1382371"	"27322"	"*"	"618"
"16501"	"chr8"	"1387941"	"1392860"	"4920"	"*"	"133"
"16502"	"chr8"	"1414395"	"1422191"	"7797"	"*"	"152"
"16503"	"chr8"	"1431537"	"1439711"	"8175"	"*"	"189"
"16504"	"chr8"	"1449748"	"1457075"	"7328"	"*"	"155"
"16505"	"chr8"	"1463465"	"1463825"	"361"	"*"	"33"
"16506"	"chr8"	"1465961"	"1466787"	"827"	"*"	"35"
"16507"	"chr8"	"1475076"	"1476594"	"1519"	"*"	"56"
"16508"	"chr8"	"1479256"	"1484701"	"5446"	"*"	"62"
"16509"	"chr8"	"1489656"	"1501932"	"12277"	"*"	"298"
"16510"	"chr8"	"1506448"	"1515088"	"8641"	"*"	"164"
"16511"	"chr8"	"1523874"	"1524187"	"314"	"*"	"26"
"16512"	"chr8"	"1526889"	"1527138"	"250"	"*"	"31"
"16513"	"chr8"	"1546357"	"1557017"	"10661"	"*"	"221"
"16514"	"chr8"	"1559313"	"1565235"	"5923"	"*"	"40"
"16515"	"chr8"	"1578307"	"1580079"	"1773"	"*"	"40"
"16516"	"chr8"	"1586150"	"1586808"	"659"	"*"	"50"
"16517"	"chr8"	"1605041"	"1605793"	"753"	"*"	"50"
"16518"	"chr8"	"1630813"	"1633603"	"2791"	"*"	"81"
"16519"	"chr8"	"1636885"	"1644660"	"7776"	"*"	"146"
"16520"	"chr8"	"1653088"	"1653332"	"245"	"*"	"22"
"16521"	"chr8"	"1665634"	"1672876"	"7243"	"*"	"276"
"16522"	"chr8"	"1675062"	"1678621"	"3560"	"*"	"107"
"16523"	"chr8"	"1691278"	"1694551"	"3274"	"*"	"72"
"16524"	"chr8"	"1696719"	"1697414"	"696"	"*"	"37"
"16525"	"chr8"	"1700083"	"1707654"	"7572"	"*"	"201"
"16526"	"chr8"	"1733172"	"1733402"	"231"	"*"	"35"
"16527"	"chr8"	"1743768"	"1744629"	"862"	"*"	"50"
"16528"	"chr8"	"1749122"	"1749439"	"318"	"*"	"31"
"16529"	"chr8"	"1759131"	"1760455"	"1325"	"*"	"49"
"16530"	"chr8"	"1762798"	"1764924"	"2127"	"*"	"51"
"16531"	"chr8"	"1768445"	"1771440"	"2996"	"*"	"48"
"16532"	"chr8"	"1776892"	"1786865"	"9974"	"*"	"192"
"16533"	"chr8"	"1791833"	"1791965"	"133"	"*"	"22"
"16534"	"chr8"	"1809777"	"1811770"	"1994"	"*"	"66"
"16535"	"chr8"	"1814011"	"1819797"	"5787"	"*"	"198"
"16536"	"chr8"	"1823798"	"1824233"	"436"	"*"	"34"
"16537"	"chr8"	"1828129"	"1832272"	"4144"	"*"	"81"
"16538"	"chr8"	"1834613"	"1852907"	"18295"	"*"	"317"
"16539"	"chr8"	"1858785"	"1866987"	"8203"	"*"	"290"
"16540"	"chr8"	"1869696"	"1870201"	"506"	"*"	"50"
"16541"	"chr8"	"1872986"	"1874540"	"1555"	"*"	"117"
"16542"	"chr8"	"1876632"	"1878040"	"1409"	"*"	"41"
"16543"	"chr8"	"1880355"	"1883393"	"3039"	"*"	"114"
"16544"	"chr8"	"1894406"	"1897629"	"3224"	"*"	"83"
"16545"	"chr8"	"1899775"	"1902992"	"3218"	"*"	"108"
"16546"	"chr8"	"1905345"	"1906867"	"1523"	"*"	"59"
"16547"	"chr8"	"1908933"	"1909763"	"831"	"*"	"66"
"16548"	"chr8"	"1912100"	"1916286"	"4187"	"*"	"130"
"16549"	"chr8"	"1922495"	"1924204"	"1710"	"*"	"37"
"16550"	"chr8"	"1928465"	"1932103"	"3639"	"*"	"76"
"16551"	"chr8"	"1936845"	"1937965"	"1121"	"*"	"68"
"16552"	"chr8"	"1941752"	"1952876"	"11125"	"*"	"326"
"16553"	"chr8"	"1956891"	"1968191"	"11301"	"*"	"191"
"16554"	"chr8"	"1970956"	"1977366"	"6411"	"*"	"100"
"16555"	"chr8"	"1985284"	"1989572"	"4289"	"*"	"50"
"16556"	"chr8"	"1992163"	"1994405"	"2243"	"*"	"27"
"16557"	"chr8"	"1998845"	"2004291"	"5447"	"*"	"128"
"16558"	"chr8"	"2006493"	"2012353"	"5861"	"*"	"180"
"16559"	"chr8"	"2021577"	"2026859"	"5283"	"*"	"153"
"16560"	"chr8"	"2030693"	"2030899"	"207"	"*"	"26"
"16561"	"chr8"	"2033272"	"2035440"	"2169"	"*"	"94"
"16562"	"chr8"	"2042274"	"2046530"	"4257"	"*"	"181"
"16563"	"chr8"	"2049037"	"2058924"	"9888"	"*"	"166"
"16564"	"chr8"	"2064349"	"2066413"	"2065"	"*"	"52"
"16565"	"chr8"	"2069178"	"2069490"	"313"	"*"	"25"
"16566"	"chr8"	"2071608"	"2076687"	"5080"	"*"	"187"
"16567"	"chr8"	"2081412"	"2091624"	"10213"	"*"	"174"
"16568"	"chr8"	"2096217"	"2099181"	"2965"	"*"	"110"
"16569"	"chr8"	"2113053"	"2113224"	"172"	"*"	"27"
"16570"	"chr8"	"2125150"	"2131467"	"6318"	"*"	"109"
"16571"	"chr8"	"2143349"	"2145384"	"2036"	"*"	"87"
"16572"	"chr8"	"2148230"	"2148593"	"364"	"*"	"33"
"16573"	"chr8"	"2164351"	"2164546"	"196"	"*"	"22"
"16574"	"chr8"	"2179078"	"2182616"	"3539"	"*"	"62"
"16575"	"chr8"	"2196059"	"2196300"	"242"	"*"	"24"
"16576"	"chr8"	"2199215"	"2200225"	"1011"	"*"	"60"
"16577"	"chr8"	"2228847"	"2232301"	"3455"	"*"	"64"
"16578"	"chr8"	"2234456"	"2234815"	"360"	"*"	"21"
"16579"	"chr8"	"2484622"	"2484981"	"360"	"*"	"27"
"16580"	"chr8"	"2505461"	"2506809"	"1349"	"*"	"57"
"16581"	"chr8"	"2560990"	"2564550"	"3561"	"*"	"97"
"16582"	"chr8"	"2623312"	"2623504"	"193"	"*"	"23"
"16583"	"chr8"	"2680684"	"2680920"	"237"	"*"	"30"
"16584"	"chr8"	"2691360"	"2691879"	"520"	"*"	"31"
"16585"	"chr8"	"2727637"	"2729495"	"1859"	"*"	"163"
"16586"	"chr8"	"2733559"	"2733956"	"398"	"*"	"43"
"16587"	"chr8"	"2752031"	"2752254"	"224"	"*"	"26"
"16588"	"chr8"	"2771039"	"2771243"	"205"	"*"	"21"
"16589"	"chr8"	"2811764"	"2812938"	"1175"	"*"	"58"
"16590"	"chr8"	"2935920"	"2936109"	"190"	"*"	"20"
"16591"	"chr8"	"2963222"	"2963460"	"239"	"*"	"20"
"16592"	"chr8"	"2974437"	"2974618"	"182"	"*"	"21"
"16593"	"chr8"	"3019607"	"3022525"	"2919"	"*"	"89"
"16594"	"chr8"	"3026338"	"3028202"	"1865"	"*"	"36"
"16595"	"chr8"	"3188897"	"3190369"	"1473"	"*"	"54"
"16596"	"chr8"	"3284235"	"3284509"	"275"	"*"	"24"
"16597"	"chr8"	"3387090"	"3387762"	"673"	"*"	"60"
"16598"	"chr8"	"3396300"	"3397371"	"1072"	"*"	"23"
"16599"	"chr8"	"3459243"	"3459514"	"272"	"*"	"22"
"16600"	"chr8"	"3557904"	"3558926"	"1023"	"*"	"55"
"16601"	"chr8"	"3571853"	"3572071"	"219"	"*"	"24"
"16602"	"chr8"	"3997779"	"3998199"	"421"	"*"	"33"
"16603"	"chr8"	"4107585"	"4107922"	"338"	"*"	"21"
"16604"	"chr8"	"4116314"	"4117522"	"1209"	"*"	"67"
"16605"	"chr8"	"4124944"	"4125535"	"592"	"*"	"35"
"16606"	"chr8"	"4325992"	"4326399"	"408"	"*"	"30"
"16607"	"chr8"	"4471519"	"4471764"	"246"	"*"	"21"
"16608"	"chr8"	"4581979"	"4584539"	"2561"	"*"	"106"
"16609"	"chr8"	"4647213"	"4647510"	"298"	"*"	"52"
"16610"	"chr8"	"4743904"	"4744201"	"298"	"*"	"25"
"16611"	"chr8"	"4989216"	"4998109"	"8894"	"*"	"209"
"16612"	"chr8"	"5161577"	"5162008"	"432"	"*"	"35"
"16613"	"chr8"	"5905373"	"5905551"	"179"	"*"	"24"
"16614"	"chr8"	"6044168"	"6045366"	"1199"	"*"	"59"
"16615"	"chr8"	"6052273"	"6052675"	"403"	"*"	"43"
"16616"	"chr8"	"6152554"	"6154131"	"1578"	"*"	"74"
"16617"	"chr8"	"6405730"	"6407548"	"1819"	"*"	"61"
"16618"	"chr8"	"6528546"	"6528763"	"218"	"*"	"26"
"16619"	"chr8"	"6543238"	"6543563"	"326"	"*"	"32"
"16620"	"chr8"	"6547467"	"6550650"	"3184"	"*"	"71"
"16621"	"chr8"	"6561418"	"6563788"	"2371"	"*"	"81"
"16622"	"chr8"	"6566238"	"6567390"	"1153"	"*"	"115"
"16623"	"chr8"	"6598630"	"6599442"	"813"	"*"	"60"
"16624"	"chr8"	"6609186"	"6609428"	"243"	"*"	"26"
"16625"	"chr8"	"6612499"	"6613397"	"899"	"*"	"31"
"16626"	"chr8"	"6620107"	"6624183"	"4077"	"*"	"94"
"16627"	"chr8"	"6626693"	"6627284"	"592"	"*"	"38"
"16628"	"chr8"	"6707508"	"6709199"	"1692"	"*"	"112"
"16629"	"chr8"	"6773007"	"6773457"	"451"	"*"	"34"
"16630"	"chr8"	"6775442"	"6775651"	"210"	"*"	"23"
"16631"	"chr8"	"6780151"	"6780841"	"691"	"*"	"45"
"16632"	"chr8"	"6800698"	"6801148"	"451"	"*"	"47"
"16633"	"chr8"	"6804478"	"6808932"	"4455"	"*"	"120"
"16634"	"chr8"	"6814208"	"6814409"	"202"	"*"	"20"
"16635"	"chr8"	"6833105"	"6836942"	"3838"	"*"	"167"
"16636"	"chr8"	"6877372"	"6879442"	"2071"	"*"	"32"
"16637"	"chr8"	"6899156"	"6899485"	"330"	"*"	"24"
"16638"	"chr8"	"6904751"	"6905467"	"717"	"*"	"39"
"16639"	"chr8"	"6935975"	"6939494"	"3520"	"*"	"60"
"16640"	"chr8"	"6968870"	"6971684"	"2815"	"*"	"25"
"16641"	"chr8"	"7016162"	"7019327"	"3166"	"*"	"34"
"16642"	"chr8"	"7055435"	"7057586"	"2152"	"*"	"35"
"16643"	"chr8"	"7064991"	"7069404"	"4414"	"*"	"66"
"16644"	"chr8"	"7072856"	"7075325"	"2470"	"*"	"35"
"16645"	"chr8"	"7083003"	"7083328"	"326"	"*"	"36"
"16646"	"chr8"	"7087968"	"7095518"	"7551"	"*"	"174"
"16647"	"chr8"	"7147103"	"7148281"	"1179"	"*"	"62"
"16648"	"chr8"	"7158582"	"7159333"	"752"	"*"	"27"
"16649"	"chr8"	"7354475"	"7356598"	"2124"	"*"	"69"
"16650"	"chr8"	"7521351"	"7521639"	"289"	"*"	"31"
"16651"	"chr8"	"7602677"	"7603816"	"1140"	"*"	"24"
"16652"	"chr8"	"7680106"	"7680851"	"746"	"*"	"21"
"16653"	"chr8"	"8065841"	"8068183"	"2343"	"*"	"28"
"16654"	"chr8"	"8175421"	"8177436"	"2016"	"*"	"33"
"16655"	"chr8"	"8225298"	"8229165"	"3868"	"*"	"57"
"16656"	"chr8"	"8244599"	"8244993"	"395"	"*"	"34"
"16657"	"chr8"	"8315298"	"8325286"	"9989"	"*"	"93"
"16658"	"chr8"	"8381264"	"8386596"	"5333"	"*"	"104"
"16659"	"chr8"	"8665170"	"8665377"	"208"	"*"	"21"
"16660"	"chr8"	"8701521"	"8703509"	"1989"	"*"	"93"
"16661"	"chr8"	"8722763"	"8723749"	"987"	"*"	"85"
"16662"	"chr8"	"8780655"	"8782623"	"1969"	"*"	"113"
"16663"	"chr8"	"8794809"	"8795111"	"303"	"*"	"27"
"16664"	"chr8"	"8821872"	"8823925"	"2054"	"*"	"66"
"16665"	"chr8"	"8888368"	"8894965"	"6598"	"*"	"150"
"16666"	"chr8"	"8962563"	"8963825"	"1263"	"*"	"89"
"16667"	"chr8"	"9002039"	"9003257"	"1219"	"*"	"123"
"16668"	"chr8"	"9133374"	"9135664"	"2291"	"*"	"25"
"16669"	"chr8"	"9139891"	"9141467"	"1577"	"*"	"57"
"16670"	"chr8"	"9150358"	"9151990"	"1633"	"*"	"112"
"16671"	"chr8"	"9187750"	"9191127"	"3378"	"*"	"36"
"16672"	"chr8"	"9249349"	"9250005"	"657"	"*"	"45"
"16673"	"chr8"	"9324364"	"9325009"	"646"	"*"	"23"
"16674"	"chr8"	"9402703"	"9402982"	"280"	"*"	"21"
"16675"	"chr8"	"9555313"	"9559370"	"4058"	"*"	"110"
"16676"	"chr8"	"9740157"	"9741849"	"1693"	"*"	"20"
"16677"	"chr8"	"9847101"	"9848167"	"1067"	"*"	"65"
"16678"	"chr8"	"9884344"	"9884583"	"240"	"*"	"20"
"16679"	"chr8"	"9897345"	"9909339"	"11995"	"*"	"310"
"16680"	"chr8"	"9931235"	"9934166"	"2932"	"*"	"41"
"16681"	"chr8"	"10053363"	"10056171"	"2809"	"*"	"185"
"16682"	"chr8"	"10094412"	"10095526"	"1115"	"*"	"30"
"16683"	"chr8"	"10143934"	"10144253"	"320"	"*"	"22"
"16684"	"chr8"	"10147841"	"10148186"	"346"	"*"	"36"
"16685"	"chr8"	"10331933"	"10335494"	"3562"	"*"	"113"
"16686"	"chr8"	"10350247"	"10352912"	"2666"	"*"	"67"
"16687"	"chr8"	"10404096"	"10406995"	"2900"	"*"	"47"
"16688"	"chr8"	"10416109"	"10418435"	"2327"	"*"	"46"
"16689"	"chr8"	"10424956"	"10426501"	"1546"	"*"	"63"
"16690"	"chr8"	"10481774"	"10482058"	"285"	"*"	"29"
"16691"	"chr8"	"10524256"	"10526293"	"2038"	"*"	"34"
"16692"	"chr8"	"10528481"	"10529436"	"956"	"*"	"26"
"16693"	"chr8"	"10589790"	"10591643"	"1854"	"*"	"92"
"16694"	"chr8"	"10595263"	"10596694"	"1432"	"*"	"38"
"16695"	"chr8"	"10606604"	"10613353"	"6750"	"*"	"142"
"16696"	"chr8"	"10622928"	"10623124"	"197"	"*"	"28"
"16697"	"chr8"	"10630615"	"10631790"	"1176"	"*"	"23"
"16698"	"chr8"	"10671104"	"10672639"	"1536"	"*"	"23"
"16699"	"chr8"	"10697813"	"10697985"	"173"	"*"	"36"
"16700"	"chr8"	"10724274"	"10735774"	"11501"	"*"	"358"
"16701"	"chr8"	"10759469"	"10759952"	"484"	"*"	"26"
"16702"	"chr8"	"10764210"	"10766047"	"1838"	"*"	"78"
"16703"	"chr8"	"10837247"	"10840619"	"3373"	"*"	"146"
"16704"	"chr8"	"10898213"	"10898787"	"575"	"*"	"51"
"16705"	"chr8"	"10924557"	"10924823"	"267"	"*"	"30"
"16706"	"chr8"	"10965466"	"10965818"	"353"	"*"	"32"
"16707"	"chr8"	"11013681"	"11021389"	"7709"	"*"	"76"
"16708"	"chr8"	"11035135"	"11036836"	"1702"	"*"	"33"
"16709"	"chr8"	"11039709"	"11040027"	"319"	"*"	"24"
"16710"	"chr8"	"11049338"	"11050410"	"1073"	"*"	"33"
"16711"	"chr8"	"11057878"	"11062346"	"4469"	"*"	"77"
"16712"	"chr8"	"11070188"	"11072166"	"1979"	"*"	"29"
"16713"	"chr8"	"11107920"	"11108854"	"935"	"*"	"47"
"16714"	"chr8"	"11130322"	"11130611"	"290"	"*"	"24"
"16715"	"chr8"	"11196295"	"11201824"	"5530"	"*"	"81"
"16716"	"chr8"	"11283753"	"11287320"	"3568"	"*"	"145"
"16717"	"chr8"	"11325244"	"11326336"	"1093"	"*"	"23"
"16718"	"chr8"	"11338212"	"11339692"	"1481"	"*"	"28"
"16719"	"chr8"	"11346261"	"11350328"	"4068"	"*"	"150"
"16720"	"chr8"	"11355159"	"11356148"	"990"	"*"	"23"
"16721"	"chr8"	"11392674"	"11394200"	"1527"	"*"	"36"
"16722"	"chr8"	"11444621"	"11446827"	"2207"	"*"	"45"
"16723"	"chr8"	"11466794"	"11467424"	"631"	"*"	"83"
"16724"	"chr8"	"11492669"	"11494420"	"1752"	"*"	"37"
"16725"	"chr8"	"11555567"	"11555837"	"271"	"*"	"22"
"16726"	"chr8"	"11560008"	"11567336"	"7329"	"*"	"122"
"16727"	"chr8"	"11593464"	"11593932"	"469"	"*"	"31"
"16728"	"chr8"	"11613118"	"11614401"	"1284"	"*"	"68"
"16729"	"chr8"	"11679042"	"11684008"	"4967"	"*"	"190"
"16730"	"chr8"	"11692012"	"11705665"	"13654"	"*"	"468"
"16731"	"chr8"	"11707769"	"11710887"	"3119"	"*"	"88"
"16732"	"chr8"	"11720215"	"11721621"	"1407"	"*"	"46"
"16733"	"chr8"	"11739534"	"11739866"	"333"	"*"	"31"
"16734"	"chr8"	"11749808"	"11753760"	"3953"	"*"	"61"
"16735"	"chr8"	"11756793"	"11757128"	"336"	"*"	"35"
"16736"	"chr8"	"11759171"	"11762358"	"3188"	"*"	"26"
"16737"	"chr8"	"11768229"	"11772757"	"4529"	"*"	"82"
"16738"	"chr8"	"11794682"	"11795999"	"1318"	"*"	"61"
"16739"	"chr8"	"11801924"	"11803488"	"1565"	"*"	"103"
"16740"	"chr8"	"11808435"	"11813012"	"4578"	"*"	"65"
"16741"	"chr8"	"11866307"	"11868832"	"2526"	"*"	"101"
"16742"	"chr8"	"11902067"	"11902888"	"822"	"*"	"82"
"16743"	"chr8"	"11910344"	"11916827"	"6484"	"*"	"155"
"16744"	"chr8"	"11931578"	"11938490"	"6913"	"*"	"84"
"16745"	"chr8"	"11943660"	"11943977"	"318"	"*"	"24"
"16746"	"chr8"	"11974314"	"11975734"	"1421"	"*"	"32"
"16747"	"chr8"	"11981023"	"11982351"	"1329"	"*"	"22"
"16748"	"chr8"	"11984471"	"11986618"	"2148"	"*"	"42"
"16749"	"chr8"	"12013625"	"12015432"	"1808"	"*"	"107"
"16750"	"chr8"	"12022626"	"12025620"	"2995"	"*"	"82"
"16751"	"chr8"	"12128897"	"12136776"	"7880"	"*"	"105"
"16752"	"chr8"	"12138818"	"12140102"	"1285"	"*"	"21"
"16753"	"chr8"	"12192756"	"12197335"	"4580"	"*"	"89"
"16754"	"chr8"	"12362146"	"12362907"	"762"	"*"	"36"
"16755"	"chr8"	"12375476"	"12380495"	"5020"	"*"	"92"
"16756"	"chr8"	"12435008"	"12439608"	"4601"	"*"	"84"
"16757"	"chr8"	"12488227"	"12488646"	"420"	"*"	"30"
"16758"	"chr8"	"12601419"	"12603646"	"2228"	"*"	"64"
"16759"	"chr8"	"12655884"	"12669575"	"13692"	"*"	"279"
"16760"	"chr8"	"12673313"	"12676407"	"3095"	"*"	"59"
"16761"	"chr8"	"12688100"	"12693642"	"5543"	"*"	"143"
"16762"	"chr8"	"12707767"	"12716075"	"8309"	"*"	"130"
"16763"	"chr8"	"12753183"	"12756490"	"3308"	"*"	"109"
"16764"	"chr8"	"12765882"	"12766359"	"478"	"*"	"34"
"16765"	"chr8"	"12796327"	"12797461"	"1135"	"*"	"73"
"16766"	"chr8"	"12811464"	"12812846"	"1383"	"*"	"25"
"16767"	"chr8"	"12931304"	"12931938"	"635"	"*"	"91"
"16768"	"chr8"	"12951441"	"12952577"	"1137"	"*"	"61"
"16769"	"chr8"	"13094784"	"13095278"	"495"	"*"	"48"
"16770"	"chr8"	"13099505"	"13100692"	"1188"	"*"	"72"
"16771"	"chr8"	"13128444"	"13135157"	"6714"	"*"	"238"
"16772"	"chr8"	"13153113"	"13154726"	"1614"	"*"	"57"
"16773"	"chr8"	"13220665"	"13223340"	"2676"	"*"	"20"
"16774"	"chr8"	"13274060"	"13279189"	"5130"	"*"	"113"
"16775"	"chr8"	"13514518"	"13515633"	"1116"	"*"	"37"
"16776"	"chr8"	"13566533"	"13567719"	"1187"	"*"	"78"
"16777"	"chr8"	"14566678"	"14567980"	"1303"	"*"	"81"
"16778"	"chr8"	"15236137"	"15241166"	"5030"	"*"	"50"
"16779"	"chr8"	"15539203"	"15540825"	"1623"	"*"	"83"
"16780"	"chr8"	"16192603"	"16194243"	"1641"	"*"	"20"
"16781"	"chr8"	"16759521"	"16761002"	"1482"	"*"	"49"
"16782"	"chr8"	"16783916"	"16785297"	"1382"	"*"	"91"
"16783"	"chr8"	"16999082"	"17002675"	"3594"	"*"	"126"
"16784"	"chr8"	"17026527"	"17027830"	"1304"	"*"	"98"
"16785"	"chr8"	"17035978"	"17037368"	"1391"	"*"	"84"
"16786"	"chr8"	"17155900"	"17160962"	"5063"	"*"	"107"
"16787"	"chr8"	"17243408"	"17247979"	"4572"	"*"	"122"
"16788"	"chr8"	"17349035"	"17350127"	"1093"	"*"	"21"
"16789"	"chr8"	"17412080"	"17415161"	"3082"	"*"	"90"
"16790"	"chr8"	"17495202"	"17498022"	"2821"	"*"	"112"
"16791"	"chr8"	"17537341"	"17539496"	"2156"	"*"	"23"
"16792"	"chr8"	"17543434"	"17543705"	"272"	"*"	"23"
"16793"	"chr8"	"17576310"	"17577631"	"1322"	"*"	"105"
"16794"	"chr8"	"17596295"	"17596934"	"640"	"*"	"25"
"16795"	"chr8"	"17642922"	"17645853"	"2932"	"*"	"34"
"16796"	"chr8"	"17697247"	"17698847"	"1601"	"*"	"20"
"16797"	"chr8"	"17721880"	"17723453"	"1574"	"*"	"25"
"16798"	"chr8"	"17800318"	"17802037"	"1720"	"*"	"68"
"16799"	"chr8"	"17907597"	"17910694"	"3098"	"*"	"48"
"16800"	"chr8"	"17914878"	"17915981"	"1104"	"*"	"22"
"16801"	"chr8"	"17920766"	"17924157"	"3392"	"*"	"151"
"16802"	"chr8"	"18082642"	"18088578"	"5937"	"*"	"197"
"16803"	"chr8"	"18208625"	"18210262"	"1638"	"*"	"24"
"16804"	"chr8"	"18220392"	"18222427"	"2036"	"*"	"22"
"16805"	"chr8"	"18274361"	"18274586"	"226"	"*"	"21"
"16806"	"chr8"	"18386426"	"18387851"	"1426"	"*"	"49"
"16807"	"chr8"	"18398587"	"18400250"	"1664"	"*"	"20"
"16808"	"chr8"	"18666293"	"18667990"	"1698"	"*"	"44"
"16809"	"chr8"	"18670116"	"18670625"	"510"	"*"	"28"
"16810"	"chr8"	"18683107"	"18684565"	"1459"	"*"	"42"
"16811"	"chr8"	"18750099"	"18751307"	"1209"	"*"	"72"
"16812"	"chr8"	"18808698"	"18810248"	"1551"	"*"	"32"
"16813"	"chr8"	"18886349"	"18887003"	"655"	"*"	"25"
"16814"	"chr8"	"19012717"	"19014762"	"2046"	"*"	"119"
"16815"	"chr8"	"19234896"	"19237968"	"3073"	"*"	"65"
"16816"	"chr8"	"19312569"	"19314695"	"2127"	"*"	"76"
